0	0.152463310782
1	0.223611431637
2	0.24604345428
3	0.256147791664
4	0.268158720299
5	0.292923177014
6	0.352673382407
7	0.47745669538
8	0.681098218276
9	0.909791867154
10	0.994746356664
11	0.9995238932
12	0.999597813818
13	0.999649885129
14	0.999694414676
15	0.999732752194
16	0.999765912572
17	0.999794693459
18	0.999819739844
19	0.999841583298
20	0.999860667657
21	0.999877366942
22	0.999891998521
23	0.999904833151
24	0.999916102844
25	0.999926007155
26	0.999934718274
27	0.999942385198
28	0.999949137173
29	0.99995508656
30	0.999960331231
31	0.999964956587
32	0.999969037259
33	0.999972638561
34	0.999975817719
35	0.99997862493
36	0.999981104267
37	0.999983294459
38	0.999985229568
39	0.999986939566
40	0.99998845085
41	0.999989786672
42	0.999990967532
43	0.999992011504
44	0.999992934535
45	0.999993750697
46	0.999994472409
47	0.999995110639
48	0.999995675073
49	0.999996174267
50	0.999996615778
51	0.999997006286
52	0.999997351694
53	0.999997657219
54	0.999997927473
55	0.999998166532
56	0.999998378002
57	0.99999856507
58	0.999998730554
59	0.999998876946
60	0.999999006451
61	0.999999121018
62	0.999999222371
63	0.999999312034
64	0.999999391357
65	0.999999461532
66	0.999999523615
67	0.999999578539
68	0.99999962713
69	0.999999670118
70	0.99999970815
71	0.999999741796
72	0.999999771563
73	0.999999797899
74	0.999999821198
75	0.999999841811
76	0.999999860047
77	0.999999876181
78	0.999999890455
79	0.999999903084
80	0.999999914256
